,agencia,decisao,canal,DT_PROPOSTA,regra,publico,segmento,cheque_especial,qtd,Score_A,Score_B,TimeOut_A,TimeOut_B,Limite,lat,lon
1533,9,NEGAR,Agência Física PF,2021-09-15,03,PF,Média Renda,FALSE,6358,332,45,Consulta OK,Consulta OK,0,-23.510774610864566,-46.55536784168587
1534,14,DERIVAR,Agência Física PF,2021-09-02,08,PF,Média Renda,FALSE,2788,378,51,Consulta OK,Consulta OK,0,-23.725728450370674,-46.78730059851943
1535,2,DERIVAR,Internet Banking PF,2021-09-03,07,PF,Altíssima Renda,TRUE,5078,193,108,Consulta OK,TimeOut,0,-23.540440123585448,-46.659697562552864
1536,5,DERIVAR,Agência Física PJ,2021-09-17,06,PJ,Alta Renda,TRUE,2988,8,58,Consulta OK,Consulta OK,0,-23.390465746675286,-46.56403528313554
1537,4,DERIVAR,Internet Banking PJ,2021-09-12,07,PJ,Altíssima Renda,FALSE,3608,319,13,Consulta OK,Consulta OK,0,-23.19962211556192,-46.526905695239684
1538,6,DERIVAR,Internet Banking PJ,2021-09-14,06,PJ,Alta Renda,FALSE,713,527,24,TimeOut,Consulta OK,0,-23.423895859401064,-46.60144184792878
1539,12,NEGAR,Mobile Banking PF,2021-09-15,02,PF,Massificado,TRUE,1761,336,41,Consulta OK,Consulta OK,0,-23.610633803006667,-46.28087915559614
1540,13,DERIVAR,Mobile Banking PJ,2021-09-11,06,PJ,Massificado,TRUE,5707,468,55,Consulta OK,Consulta OK,0,-23.910083316595735,-46.488108912898305
1541,16,NEGAR,Mobile Banking PF,2021-09-15,03,PF,Alta Renda,TRUE,4823,125,46,Consulta OK,Consulta OK,0,-23.746855350590607,-46.33326916066377
1542,20,NEGAR,Agência Física PF,2021-09-17,05,PF,Média Renda,TRUE,2949,467,94,Consulta OK,Consulta OK,0,-23.33689446882451,-46.85838503513108
1543,14,NEGAR,Internet Banking PJ,2021-09-19,03,PJ,Altíssima Renda,FALSE,3830,407,96,Consulta OK,Consulta OK,0,-23.574990879471944,-46.83157327226683
1544,9,DERIVAR,Agência Física PJ,2021-09-01,06,PJ,Alta Renda,FALSE,93,508,61,TimeOut,Consulta OK,0,-23.578992381719992,-46.7508484750987
1545,17,NEGAR,Agência Física PJ,2021-09-16,04,PJ,Massificado,FALSE,1924,325,45,Consulta OK,Consulta OK,0,-23.734791007283164,-46.521744389465965
1546,2,APROVAR,Internet Banking PF,2021-09-16,10,PF,Alta Renda,FALSE,3060,81,65,Consulta OK,Consulta OK,2291940,-23.598674858774128,-46.522076146970825
1547,19,NEGAR,Internet Banking PF,2021-09-10,01,PF,Massificado,FALSE,3597,203,92,Consulta OK,Consulta OK,0,-23.498817936058998,-46.45061733407276
1548,12,DERIVAR,Mobile Banking PJ,2021-09-18,09,PJ,Altíssima Renda,FALSE,3451,415,81,Consulta OK,Consulta OK,0,-23.445866303103575,-46.63536696711526
1549,10,NEGAR,Internet Banking PF,2021-09-06,02,PF,Média Renda,TRUE,5487,500,48,Consulta OK,Consulta OK,0,-23.877020188095656,-46.78022483367713
1550,11,NEGAR,Mobile Banking PF,2021-09-16,02,PF,Altíssima Renda,TRUE,5077,484,102,Consulta OK,TimeOut,0,-23.09513600956526,-46.52678241983391
1551,2,DERIVAR,Mobile Banking PF,2021-09-20,09,PF,Alta Renda,TRUE,699,461,29,Consulta OK,Consulta OK,0,-23.490364971868324,-46.55736558717468
1552,13,NEGAR,Agência Física PF,2021-09-01,01,PF,Massificado,FALSE,3347,537,16,TimeOut,Consulta OK,0,-23.585040401092282,-46.49056593985289
1553,16,NEGAR,Internet Banking PJ,2021-09-15,05,PJ,Altíssima Renda,TRUE,5559,270,31,Consulta OK,Consulta OK,0,-23.72574603689194,-46.723577760333626
1554,17,DERIVAR,Mobile Banking PJ,2021-09-01,08,PJ,Alta Renda,TRUE,6748,432,69,Consulta OK,Consulta OK,0,-23.786579219130296,-46.67660576423514
1555,6,DERIVAR,Mobile Banking PJ,2021-09-08,09,PJ,Média Renda,TRUE,3904,227,25,Consulta OK,Consulta OK,0,-23.920317258680157,-46.58634503800665
1556,13,NEGAR,Mobile Banking PF,2021-09-09,02,PF,Massificado,FALSE,2702,274,28,Consulta OK,Consulta OK,0,-23.656856115349527,-46.22854305785421
1557,17,NEGAR,Mobile Banking PJ,2021-09-20,01,PJ,Altíssima Renda,FALSE,5418,185,91,Consulta OK,Consulta OK,0,-23.291905304100336,-46.930353327350154
1558,10,NEGAR,Agência Física PF,2021-09-10,01,PF,Altíssima Renda,TRUE,3732,354,79,Consulta OK,Consulta OK,0,-23.488610992360254,-46.36584508457993
1559,13,NEGAR,Internet Banking PJ,2021-09-03,03,PJ,Média Renda,FALSE,4301,239,78,Consulta OK,Consulta OK,0,-23.68005251950947,-46.63889964196137
1560,2,DERIVAR,Internet Banking PF,2021-09-11,07,PF,Alta Renda,TRUE,4650,137,13,Consulta OK,Consulta OK,0,-23.35989224748566,-46.5819931891218
1561,12,NEGAR,Internet Banking PF,2021-09-14,01,PF,Alta Renda,FALSE,3672,389,75,Consulta OK,Consulta OK,0,-23.646088683853854,-46.58418822648161
1562,16,NEGAR,Internet Banking PJ,2021-09-04,02,PJ,Média Renda,TRUE,1188,408,34,Consulta OK,Consulta OK,0,-23.880314247951237,-46.6741741364587
1563,13,APROVAR,Internet Banking PF,2021-09-17,10,PF,Altíssima Renda,TRUE,6471,385,33,Consulta OK,Consulta OK,4956786,-23.51217055692963,-46.71737714575575
1564,1,DERIVAR,Internet Banking PJ,2021-09-06,08,PJ,Alta Renda,FALSE,5485,238,51,Consulta OK,Consulta OK,0,-23.553635502497677,-46.737207670037165
1565,6,NEGAR,Internet Banking PJ,2021-09-01,02,PJ,Alta Renda,TRUE,5066,294,26,Consulta OK,Consulta OK,0,-23.289073323268916,-46.763215036550505
1566,20,DERIVAR,Agência Física PJ,2021-09-04,08,PJ,Média Renda,FALSE,5289,428,31,Consulta OK,Consulta OK,0,-23.655709053604014,-46.38185898069607
1567,15,DERIVAR,Internet Banking PJ,2021-09-02,09,PJ,Média Renda,TRUE,1079,90,60,Consulta OK,Consulta OK,0,-23.435691169836353,-46.87739760080697
1568,15,APROVAR,Agência Física PJ,2021-09-16,10,PJ,Alta Renda,FALSE,688,362,81,Consulta OK,Consulta OK,948064,-23.557764734748574,-46.71967092220339
1569,11,NEGAR,Agência Física PJ,2021-09-19,01,PJ,Altíssima Renda,TRUE,4049,236,109,Consulta OK,TimeOut,0,-23.780296895665018,-46.587651769420496
1570,19,NEGAR,Internet Banking PJ,2021-09-17,01,PJ,Massificado,FALSE,275,481,43,Consulta OK,Consulta OK,0,-23.443556616938817,-46.72844798347519
1571,14,DERIVAR,Agência Física PF,2021-09-15,09,PF,Massificado,FALSE,2218,117,15,Consulta OK,Consulta OK,0,-23.34397019749463,-46.55177111125114
1572,18,NEGAR,Internet Banking PF,2021-09-03,02,PF,Altíssima Renda,TRUE,5108,221,53,Consulta OK,Consulta OK,0,-23.706990438638623,-46.36669556747547
1573,2,NEGAR,Mobile Banking PJ,2021-09-20,05,PJ,Alta Renda,TRUE,3142,146,34,Consulta OK,Consulta OK,0,-23.315286530232353,-46.706539998949026
1574,7,NEGAR,Internet Banking PF,2021-09-05,04,PF,Massificado,TRUE,6742,2,86,Consulta OK,Consulta OK,0,-23.65781055305156,-46.6345757554376
1575,1,NEGAR,Internet Banking PJ,2021-09-08,01,PJ,Média Renda,TRUE,519,12,75,Consulta OK,Consulta OK,0,-23.52935203156957,-46.60007775193481
1576,15,NEGAR,Mobile Banking PJ,2021-09-20,01,PJ,Altíssima Renda,FALSE,5091,259,75,Consulta OK,Consulta OK,0,-23.578408547458924,-46.76473149807163
1577,9,NEGAR,Mobile Banking PF,2021-09-14,04,PF,Altíssima Renda,TRUE,2834,83,67,Consulta OK,Consulta OK,0,-23.708752292852445,-46.47167430101474
1578,1,DERIVAR,Agência Física PJ,2021-09-01,07,PJ,Altíssima Renda,TRUE,1158,226,62,Consulta OK,Consulta OK,0,-23.564725700441095,-46.16785200042902
1579,3,NEGAR,Agência Física PF,2021-09-20,04,PF,Média Renda,TRUE,920,84,79,Consulta OK,Consulta OK,0,-23.748811222318764,-46.65224248456847
1580,13,DERIVAR,Internet Banking PJ,2021-09-03,09,PJ,Altíssima Renda,TRUE,6148,148,36,Consulta OK,Consulta OK,0,-23.340820957590235,-46.84935992767618
1581,9,NEGAR,Internet Banking PJ,2021-09-17,05,PJ,Alta Renda,TRUE,3094,208,1,Consulta OK,Consulta OK,0,-23.592297855929214,-46.50827588856632
1582,1,DERIVAR,Mobile Banking PJ,2021-09-19,07,PJ,Massificado,TRUE,3669,174,39,Consulta OK,Consulta OK,0,-23.061735380373452,-46.82493396775588
1583,17,NEGAR,Agência Física PJ,2021-09-10,04,PJ,Altíssima Renda,TRUE,6159,456,62,Consulta OK,Consulta OK,0,-23.31262125969532,-46.80303281612429
1584,16,DERIVAR,Internet Banking PF,2021-09-04,06,PF,Altíssima Renda,TRUE,6215,520,59,TimeOut,Consulta OK,0,-23.026096883769792,-47.065292174838284
1585,13,APROVAR,Agência Física PJ,2021-09-10,10,PJ,Alta Renda,TRUE,2077,509,29,TimeOut,Consulta OK,2419705,-22.945166190484265,-46.11881673544203
1586,1,DERIVAR,Agência Física PJ,2021-09-16,09,PJ,Massificado,TRUE,3991,224,90,Consulta OK,Consulta OK,0,-23.25776169440195,-46.72312232680121
1587,6,NEGAR,Mobile Banking PF,2021-09-18,05,PF,Média Renda,TRUE,2097,329,91,Consulta OK,Consulta OK,0,-23.3144053656248,-46.92836022584121
1588,7,NEGAR,Agência Física PJ,2021-09-14,02,PJ,Altíssima Renda,TRUE,6838,108,69,Consulta OK,Consulta OK,0,-23.742599925123493,-46.69308955885721
1589,1,NEGAR,Mobile Banking PJ,2021-09-17,03,PJ,Altíssima Renda,TRUE,3649,381,60,Consulta OK,Consulta OK,0,-23.492464705561236,-46.4766610540326
1590,4,NEGAR,Internet Banking PJ,2021-09-01,02,PJ,Altíssima Renda,TRUE,1133,409,107,Consulta OK,TimeOut,0,-23.452781733184462,-46.61398477684213
1591,15,DERIVAR,Internet Banking PF,2021-09-02,07,PF,Alta Renda,FALSE,16,50,57,Consulta OK,Consulta OK,0,-23.304026672925392,-46.6593397404618
1592,2,APROVAR,Agência Física PJ,2021-09-08,10,PJ,Altíssima Renda,FALSE,2583,520,7,TimeOut,Consulta OK,2490012,-23.32354801747948,-46.79531511633453
1593,16,NEGAR,Mobile Banking PF,2021-09-20,02,PF,Altíssima Renda,TRUE,5601,337,5,Consulta OK,Consulta OK,0,-23.597852630552072,-46.80775517367898
1594,4,DERIVAR,Agência Física PF,2021-09-07,06,PF,Alta Renda,FALSE,5923,195,69,Consulta OK,Consulta OK,0,-23.62135714483003,-46.646160199803326
1595,16,NEGAR,Agência Física PJ,2021-09-15,01,PJ,Massificado,TRUE,6803,414,3,Consulta OK,Consulta OK,0,-23.538314026130205,-46.83946589575306
1596,7,NEGAR,Internet Banking PF,2021-09-02,03,PF,Massificado,TRUE,1060,306,35,Consulta OK,Consulta OK,0,-23.52130576922614,-46.66607534503159
1597,10,APROVAR,Agência Física PF,2021-09-09,10,PF,Massificado,TRUE,2389,453,92,Consulta OK,Consulta OK,2400945,-23.230403506170973,-46.68294595019677
1598,20,NEGAR,Mobile Banking PF,2021-09-06,02,PF,Média Renda,TRUE,3663,54,75,Consulta OK,Consulta OK,0,-23.548200603765025,-46.77216449221306
1599,9,NEGAR,Mobile Banking PF,2021-09-18,01,PF,Alta Renda,FALSE,3915,480,78,Consulta OK,Consulta OK,0,-23.598396217155468,-46.3675063786014
1600,6,DERIVAR,Internet Banking PF,2021-09-16,07,PF,Altíssima Renda,TRUE,5423,69,60,Consulta OK,Consulta OK,0,-23.67654201831303,-46.64925127936488
1601,18,NEGAR,Internet Banking PF,2021-09-19,02,PF,Massificado,FALSE,2610,81,106,Consulta OK,TimeOut,0,-23.256010733829843,-46.6225228011852
1602,8,DERIVAR,Mobile Banking PJ,2021-09-10,08,PJ,Altíssima Renda,TRUE,2687,434,14,Consulta OK,Consulta OK,0,-23.723831202400856,-46.84992107106391
1603,11,NEGAR,Mobile Banking PF,2021-09-04,04,PF,Altíssima Renda,FALSE,1751,422,24,Consulta OK,Consulta OK,0,-23.69343792727706,-46.76128677873113
1604,15,NEGAR,Internet Banking PF,2021-09-06,04,PF,Média Renda,TRUE,6259,147,3,Consulta OK,Consulta OK,0,-23.482393159023605,-46.96863351908579
1605,10,NEGAR,Internet Banking PJ,2021-09-14,02,PJ,Média Renda,FALSE,6410,245,29,Consulta OK,Consulta OK,0,-23.75808201020634,-46.902870523571174
1606,18,DERIVAR,Agência Física PJ,2021-09-20,07,PJ,Altíssima Renda,TRUE,1310,433,23,Consulta OK,Consulta OK,0,-23.549617795327414,-46.94587705655358
1607,13,NEGAR,Agência Física PJ,2021-09-03,05,PJ,Média Renda,TRUE,6056,277,17,Consulta OK,Consulta OK,0,-23.851554990956725,-46.52485162282251
1608,1,DERIVAR,Mobile Banking PF,2021-09-04,08,PF,Média Renda,TRUE,223,333,42,Consulta OK,Consulta OK,0,-23.6221504995142,-46.29943226402203
1609,9,APROVAR,Mobile Banking PJ,2021-09-18,10,PJ,Altíssima Renda,TRUE,3800,426,35,Consulta OK,Consulta OK,7315000,-23.751952911667978,-46.24143585154033
1610,2,NEGAR,Internet Banking PF,2021-09-10,01,PF,Massificado,TRUE,6525,351,44,Consulta OK,Consulta OK,0,-23.833763407745618,-46.747812140285234
1611,2,NEGAR,Internet Banking PJ,2021-09-09,02,PJ,Massificado,TRUE,6802,317,15,Consulta OK,Consulta OK,0,-24.018332423855664,-46.790901417444964
1612,4,NEGAR,Agência Física PJ,2021-09-18,03,PJ,Média Renda,FALSE,3916,97,103,Consulta OK,TimeOut,0,-23.82371029537467,-46.376398164811796
1613,7,NEGAR,Mobile Banking PJ,2021-09-19,05,PJ,Média Renda,FALSE,2636,224,73,Consulta OK,Consulta OK,0,-23.33375278398386,-46.77307978666682
1614,10,NEGAR,Mobile Banking PJ,2021-09-05,03,PJ,Altíssima Renda,TRUE,6423,370,91,Consulta OK,Consulta OK,0,-23.27555038060392,-46.4280053080179
1615,18,DERIVAR,Internet Banking PJ,2021-09-19,07,PJ,Altíssima Renda,FALSE,4336,340,97,Consulta OK,Consulta OK,0,-23.576001521133684,-46.76630946389509
1616,4,NEGAR,Mobile Banking PF,2021-09-14,03,PF,Massificado,TRUE,2281,272,68,Consulta OK,Consulta OK,0,-23.314503661602533,-46.70391117149397
1617,1,NEGAR,Agência Física PJ,2021-09-18,02,PJ,Alta Renda,FALSE,3863,64,103,Consulta OK,TimeOut,0,-23.727934074379103,-46.74649470342452
1618,20,NEGAR,Mobile Banking PJ,2021-09-05,05,PJ,Média Renda,FALSE,4080,88,89,Consulta OK,Consulta OK,0,-23.506078519497308,-46.715027060220486
1619,8,DERIVAR,Agência Física PF,2021-09-12,09,PF,Média Renda,FALSE,1467,66,73,Consulta OK,Consulta OK,0,-23.33925234317759,-46.54705882655902
1620,19,NEGAR,Internet Banking PJ,2021-09-09,05,PJ,Média Renda,FALSE,5697,52,91,Consulta OK,Consulta OK,0,-23.35454097290989,-46.53517676990037
1621,15,NEGAR,Mobile Banking PF,2021-09-19,02,PF,Média Renda,TRUE,6855,263,36,Consulta OK,Consulta OK,0,-23.42465555678306,-46.71800139609506
1622,14,NEGAR,Mobile Banking PF,2021-09-13,05,PF,Alta Renda,FALSE,5683,506,88,TimeOut,Consulta OK,0,-23.709549791994444,-46.51474742886115
1623,15,DERIVAR,Internet Banking PF,2021-09-17,06,PF,Altíssima Renda,FALSE,3392,209,61,Consulta OK,Consulta OK,0,-23.72309275786507,-46.483830151070045
1624,17,DERIVAR,Mobile Banking PF,2021-09-11,08,PF,Média Renda,TRUE,6985,509,72,TimeOut,Consulta OK,0,-23.39824712167008,-46.60906668254814
1625,12,APROVAR,Agência Física PF,2021-09-04,10,PF,Alta Renda,TRUE,4415,469,7,Consulta OK,Consulta OK,7757155,-23.792612533393214,-46.81334825970327
1626,11,NEGAR,Mobile Banking PF,2021-09-08,03,PF,Alta Renda,TRUE,2754,37,98,Consulta OK,Consulta OK,0,-23.106992107692776,-46.32702622112796
1627,18,DERIVAR,Mobile Banking PF,2021-09-15,09,PF,Alta Renda,FALSE,1818,203,60,Consulta OK,Consulta OK,0,-23.69551535074495,-46.3731407165597
1628,15,DERIVAR,Internet Banking PJ,2021-09-03,07,PJ,Massificado,FALSE,6761,80,37,Consulta OK,Consulta OK,0,-23.10934967682907,-46.731134598105704
1629,5,DERIVAR,Mobile Banking PJ,2021-09-16,09,PJ,Massificado,TRUE,558,328,66,Consulta OK,Consulta OK,0,-23.52780962722707,-46.732394956739874
1630,8,DERIVAR,Internet Banking PJ,2021-09-14,08,PJ,Altíssima Renda,FALSE,4587,134,15,Consulta OK,Consulta OK,0,-23.553151237363974,-46.4983793551986
1631,13,NEGAR,Mobile Banking PF,2021-09-06,04,PF,Altíssima Renda,FALSE,4385,64,32,Consulta OK,Consulta OK,0,-23.869652682173722,-47.00971158855303
1632,20,DERIVAR,Mobile Banking PJ,2021-09-01,06,PJ,Alta Renda,TRUE,4306,392,90,Consulta OK,Consulta OK,0,-23.588799585091834,-46.604902495183566
1633,9,DERIVAR,Agência Física PJ,2021-09-12,09,PJ,Média Renda,TRUE,6989,406,19,Consulta OK,Consulta OK,0,-23.717127044468814,-46.651955319415514
1634,9,DERIVAR,Agência Física PJ,2021-09-07,08,PJ,Alta Renda,FALSE,5518,482,31,Consulta OK,Consulta OK,0,-23.467800999813186,-46.58401386551375
1635,5,DERIVAR,Agência Física PF,2021-09-02,06,PF,Massificado,TRUE,262,401,61,Consulta OK,Consulta OK,0,-23.824247213146695,-47.006542904294946
1636,19,NEGAR,Agência Física PF,2021-09-18,05,PF,Massificado,TRUE,2811,139,1,Consulta OK,Consulta OK,0,-23.810870843938346,-46.299389176279455
1637,11,DERIVAR,Agência Física PJ,2021-09-07,06,PJ,Altíssima Renda,FALSE,701,509,22,TimeOut,Consulta OK,0,-23.548419210696387,-46.5649005412877
1638,16,NEGAR,Internet Banking PJ,2021-09-06,03,PJ,Massificado,TRUE,1461,372,109,Consulta OK,TimeOut,0,-23.402887641127315,-46.16927365867073
1639,7,NEGAR,Agência Física PJ,2021-09-12,01,PJ,Alta Renda,TRUE,6849,108,59,Consulta OK,Consulta OK,0,-23.744993534619894,-46.851680045708754
1640,14,DERIVAR,Mobile Banking PJ,2021-09-10,06,PJ,Média Renda,TRUE,5314,222,102,Consulta OK,TimeOut,0,-23.317618212526817,-46.51689717164384
1641,15,NEGAR,Internet Banking PJ,2021-09-04,01,PJ,Alta Renda,TRUE,3597,474,108,Consulta OK,TimeOut,0,-23.515374959820196,-46.41800913992397
1642,6,NEGAR,Mobile Banking PF,2021-09-20,05,PF,Altíssima Renda,TRUE,4665,226,4,Consulta OK,Consulta OK,0,-23.282045211007265,-46.58077561664418
1643,4,NEGAR,Mobile Banking PJ,2021-09-07,01,PJ,Alta Renda,TRUE,6409,356,8,Consulta OK,Consulta OK,0,-23.473101868286818,-46.63888144185438
1644,17,NEGAR,Mobile Banking PF,2021-09-02,03,PF,Massificado,FALSE,5708,537,67,TimeOut,Consulta OK,0,-23.699054767862144,-46.96412402393746
1645,4,DERIVAR,Internet Banking PJ,2021-09-19,09,PJ,Altíssima Renda,FALSE,6598,508,62,TimeOut,Consulta OK,0,-23.249553100342652,-46.710119287077404
1646,14,DERIVAR,Agência Física PF,2021-09-02,07,PF,Altíssima Renda,TRUE,4408,272,77,Consulta OK,Consulta OK,0,-23.59086512921663,-46.47032462436904
1647,13,NEGAR,Internet Banking PF,2021-09-16,02,PF,Massificado,TRUE,6400,20,60,Consulta OK,Consulta OK,0,-23.706495115276564,-46.7916445771431
1648,19,DERIVAR,Internet Banking PJ,2021-09-07,06,PJ,Altíssima Renda,FALSE,4344,508,109,TimeOut,TimeOut,0,-23.46222156830904,-46.201692898852095
1649,12,DERIVAR,Internet Banking PF,2021-09-19,09,PF,Altíssima Renda,FALSE,1004,225,83,Consulta OK,Consulta OK,0,-23.309199454063446,-46.586234701224285
1650,18,NEGAR,Internet Banking PF,2021-09-09,04,PF,Altíssima Renda,FALSE,1926,326,73,Consulta OK,Consulta OK,0,-23.538011451761626,-46.80198205846695
1651,7,NEGAR,Internet Banking PJ,2021-09-06,05,PJ,Altíssima Renda,FALSE,1926,484,66,Consulta OK,Consulta OK,0,-23.724395793071494,-46.48825758320076
1652,2,DERIVAR,Agência Física PJ,2021-09-08,07,PJ,Média Renda,TRUE,565,548,8,TimeOut,Consulta OK,0,-23.306677756857088,-46.64880089536174
1653,19,APROVAR,Internet Banking PF,2021-09-10,10,PF,Alta Renda,FALSE,1830,165,108,Consulta OK,TimeOut,3026820,-23.06427300526263,-46.697450896120166
1654,17,NEGAR,Agência Física PF,2021-09-13,04,PF,Alta Renda,FALSE,961,305,83,Consulta OK,Consulta OK,0,-23.499369681294585,-46.72468035459662
1655,3,NEGAR,Internet Banking PF,2021-09-15,02,PF,Altíssima Renda,FALSE,2482,539,15,TimeOut,Consulta OK,0,-23.484887487200936,-46.734834784976684
1656,13,DERIVAR,Internet Banking PF,2021-09-16,07,PF,Altíssima Renda,TRUE,2109,295,63,Consulta OK,Consulta OK,0,-23.757450788753342,-46.571771176887516
1657,14,DERIVAR,Agência Física PJ,2021-09-07,09,PJ,Alta Renda,FALSE,3374,124,74,Consulta OK,Consulta OK,0,-23.481128435364496,-46.47473538410405
1658,4,DERIVAR,Mobile Banking PJ,2021-09-18,06,PJ,Alta Renda,TRUE,1402,219,77,Consulta OK,Consulta OK,0,-23.551608167204392,-46.49662447635677
1659,14,NEGAR,Mobile Banking PJ,2021-09-10,05,PJ,Altíssima Renda,FALSE,1835,422,41,Consulta OK,Consulta OK,0,-23.402767501410068,-46.64777919633046
1660,15,NEGAR,Mobile Banking PJ,2021-09-10,04,PJ,Altíssima Renda,FALSE,4544,257,109,Consulta OK,TimeOut,0,-23.552557164720255,-47.02835949164835
1661,18,NEGAR,Agência Física PJ,2021-09-06,03,PJ,Massificado,TRUE,2358,103,64,Consulta OK,Consulta OK,0,-23.544724745860005,-46.52584626364925
1662,10,NEGAR,Agência Física PF,2021-09-09,04,PF,Média Renda,FALSE,3176,381,1,Consulta OK,Consulta OK,0,-23.90481997041387,-46.392433228036296
1663,17,DERIVAR,Mobile Banking PJ,2021-09-02,08,PJ,Alta Renda,FALSE,6730,430,91,Consulta OK,Consulta OK,0,-23.24870486481748,-46.749318954706126
1664,8,DERIVAR,Agência Física PJ,2021-09-20,08,PJ,Alta Renda,FALSE,2074,484,45,Consulta OK,Consulta OK,0,-23.45878797478558,-46.821238289483354
1665,4,NEGAR,Internet Banking PJ,2021-09-06,02,PJ,Alta Renda,TRUE,6573,170,68,Consulta OK,Consulta OK,0,-23.664825539027788,-46.65683934550848
1666,8,NEGAR,Mobile Banking PF,2021-09-02,02,PF,Média Renda,FALSE,6116,168,72,Consulta OK,Consulta OK,0,-23.312848120962055,-46.7568841861535
1667,4,APROVAR,Agência Física PJ,2021-09-15,10,PJ,Média Renda,TRUE,4549,163,18,Consulta OK,Consulta OK,4749156,-23.676706022896308,-46.47496718222562
1668,14,NEGAR,Agência Física PJ,2021-09-19,05,PJ,Massificado,FALSE,5204,488,98,Consulta OK,Consulta OK,0,-23.795672783879823,-46.523794036758055
1669,7,NEGAR,Agência Física PF,2021-09-06,01,PF,Altíssima Renda,TRUE,5887,448,47,Consulta OK,Consulta OK,0,-23.57019192953458,-46.62373333306587
1670,12,DERIVAR,Agência Física PF,2021-09-14,07,PF,Alta Renda,FALSE,1597,218,6,Consulta OK,Consulta OK,0,-23.599480255117562,-46.64108553763904
1671,5,NEGAR,Internet Banking PJ,2021-09-03,05,PJ,Altíssima Renda,TRUE,2789,239,58,Consulta OK,Consulta OK,0,-23.36467068988671,-46.57650122346698
1672,16,NEGAR,Mobile Banking PF,2021-09-09,01,PF,Altíssima Renda,TRUE,3329,144,76,Consulta OK,Consulta OK,0,-23.597817894308566,-46.16925808992747
1673,9,DERIVAR,Agência Física PF,2021-09-08,06,PF,Massificado,FALSE,5935,274,73,Consulta OK,Consulta OK,0,-23.62981793325727,-46.622722649377366
1674,8,NEGAR,Mobile Banking PF,2021-09-15,02,PF,Média Renda,FALSE,6853,475,57,Consulta OK,Consulta OK,0,-23.378007311643476,-46.366734759559996
1675,15,NEGAR,Agência Física PJ,2021-09-16,01,PJ,Média Renda,TRUE,4316,500,13,Consulta OK,Consulta OK,0,-23.385571472207314,-46.9526817833786
1676,18,NEGAR,Mobile Banking PJ,2021-09-17,03,PJ,Alta Renda,TRUE,5421,180,81,Consulta OK,Consulta OK,0,-23.314514753888268,-46.702823047526124
1677,15,NEGAR,Mobile Banking PJ,2021-09-08,02,PJ,Altíssima Renda,TRUE,2137,77,35,Consulta OK,Consulta OK,0,-23.95723038302989,-46.5193050857907
1678,11,APROVAR,Agência Física PJ,2021-09-18,10,PJ,Alta Renda,FALSE,6928,383,77,Consulta OK,Consulta OK,4149872,-23.77244354195315,-46.5117044691673
1679,16,DERIVAR,Agência Física PJ,2021-09-05,07,PJ,Média Renda,FALSE,3959,498,99,Consulta OK,Consulta OK,0,-23.708829630201155,-46.53238848695447
1680,20,NEGAR,Agência Física PJ,2021-09-17,04,PJ,Média Renda,TRUE,2930,519,36,TimeOut,Consulta OK,0,-23.149745240251182,-46.82963657060017
1681,1,NEGAR,Agência Física PJ,2021-09-04,02,PJ,Massificado,TRUE,1775,513,91,TimeOut,Consulta OK,0,-23.20384100519919,-46.5973802725145
1682,8,NEGAR,Internet Banking PJ,2021-09-11,01,PJ,Média Renda,TRUE,5181,530,30,TimeOut,Consulta OK,0,-23.688217630284495,-46.57895822526396
1683,8,DERIVAR,Agência Física PJ,2021-09-14,08,PJ,Altíssima Renda,TRUE,4407,437,64,Consulta OK,Consulta OK,0,-23.839382020741674,-46.691119442343194
1684,18,APROVAR,Internet Banking PJ,2021-09-20,10,PJ,Alta Renda,TRUE,6076,276,103,Consulta OK,TimeOut,8956024,-23.315850841412857,-46.742242829205935
1685,5,NEGAR,Mobile Banking PJ,2021-09-07,01,PJ,Altíssima Renda,FALSE,2302,57,24,Consulta OK,Consulta OK,0,-23.369895634323044,-46.85899721133082
1686,12,DERIVAR,Internet Banking PF,2021-09-12,09,PF,Alta Renda,TRUE,2493,69,18,Consulta OK,Consulta OK,0,-23.595458845004327,-46.64811344225294
1687,11,NEGAR,Agência Física PF,2021-09-19,05,PF,Média Renda,FALSE,6459,544,43,TimeOut,Consulta OK,0,-23.51537493038459,-46.39794906904118
1688,6,DERIVAR,Agência Física PJ,2021-09-15,06,PJ,Média Renda,TRUE,6168,17,55,Consulta OK,Consulta OK,0,-23.393411789076936,-47.009091471710036
1689,16,DERIVAR,Mobile Banking PF,2021-09-19,09,PF,Altíssima Renda,FALSE,6480,520,18,TimeOut,Consulta OK,0,-23.69987916005147,-46.95521883091805
1690,3,DERIVAR,Internet Banking PJ,2021-09-14,09,PJ,Massificado,TRUE,1670,30,73,Consulta OK,Consulta OK,0,-23.65512097597062,-46.4247912668326
1691,16,NEGAR,Internet Banking PF,2021-09-09,03,PF,Altíssima Renda,FALSE,764,24,73,Consulta OK,Consulta OK,0,-23.86222983945328,-47.02882346561246
1692,18,NEGAR,Internet Banking PF,2021-09-16,05,PF,Média Renda,FALSE,2429,513,15,TimeOut,Consulta OK,0,-23.809772352218197,-46.56331716387777
1693,6,NEGAR,Agência Física PF,2021-09-10,04,PF,Massificado,TRUE,663,121,51,Consulta OK,Consulta OK,0,-23.163234459682165,-46.67603884721673
